neighborhood,price,layout,bathrooms,square_footage
Flatiron,7495.00,2 Bedroom,2 Bathroom,1200
Chelsea,5700.00,1 Bedroom,2 Bathroom,987
Midtown East,3750.00,1 Bedroom,1.5 Bathroom,885
East Harlem,2250.00,1 Bedroom,1 Bathroom,745
Murray Hill,3745.00,1 Bedroom,1 Bathroom,700
West Village,3800.00,1 Bedroom,1 Bathroom,782
Williamsburg,3300.00,1 Bedroom,1 Bathroom,0
Chelsea,12000.00,1 Bedroom,1 Bathroom,1500
Midtown West,3495.00,1 Bedroom,1 Bathroom,800
Midtown,13000.00,1 Bedroom,1 Bathroom,1393
Greenwich Village,5200.00,1 Bedroom,1 Bathroom,900
NoMad,3740.00,Studio,1 Bathroom,550
Upper West Side,1950.00,Studio,1 Bathroom,330
Upper East Side,3700.00,1 Bedroom,1 Bathroom,705
Clinton Hill,2395.00,1 Bedroom,1 Bathroom,620
Park Slope,5100.00,5 Bedroom,2 Bathroom,1400
Soho,9800.00,2 Bedroom,1 Bathroom,2250
Bedford-Stuyvesant,3100.00,3 Bedroom,2 Bathroom,1200
Flatiron,4200.00,1 Bedroom,1 Bathroom,610
Windsor Terrace,2100.00,1 Bedroom,1 Bathroom,875
Williamsburg,2585.00,Studio,1 Bathroom,508
Financial District,6800.00,1 Bedroom w/ HO,2 Bathroom,1727
Financial District,2488.00,Alcove Studio,1 Bathroom,656
Meatpacking,7950.00,1 Bedroom,1 Bathroom,1000
Upper West Side,3600.00,1 Bedroom,1 Bathroom,750
Harlem,2395.00,1 Bedroom,1 Bathroom,594
Upper West Side,8500.00,2 Bedroom,2.5 Bathroom,1549
Williamsburg,3062.00,Studio,1 Bathroom,535
NoMad,9400.00,2 Bedroom,2 Bathroom,1280
Clinton Hill,2000.00,1 Bedroom,1 Bathroom,600
Upper West Side,2750.00,1 Bedroom,1 Bathroom,676
Bay Ridge,1850.00,1 Bedroom,1 Bathroom,800
Financial District,4150.00,1 Bedroom,1 Bathroom,800
DUMBO,3500.00,1 Bedroom,1 Bathroom,847
Flatiron,9500.00,2 Bedroom,2 Bathroom,1229
Inwood,1540.00,1 Bedroom,1 Bathroom,700
Midtown East,9500.00,3 Bedroom,3 Bathroom,1976
Murray Hill,4500.00,1 Bedroom,1 Bathroom,1125
Park Slope,3000.00,2 Bedroom,1 Bathroom,900
Soho,4795.00,1 Bedroom,1 Bathroom,674
Upper East Side,17000.00,3 Bedroom,2 Bathroom,2090
Rego Park,2600.00,2 Bedroom,1.5 Bathroom,1200
Upper West Side,2995.00,1 Bedroom,1 Bathroom,650
Upper West Side,9500.00,3 Bedroom,3 Bathroom,1844
Midtown East,15000.00,2 Bedroom,2.5 Bathroom,2072
Midtown,4000.00,1 Bedroom,1 Bathroom,750
Financial District,4500.00,1 Bedroom,1 Bathroom,1100
Midtown East,11895.00,2 Bedroom,3 Bathroom,2144
Prospect Heights,3450.00,1 Bedroom,1 Bathroom,742
Clinton Hill,4750.00,2 Bedroom,2.5 Bathroom,1327
Dyker Heights,1850.00,2 Bedroom,1 Bathroom,1150
Park Slope,4900.00,2 Bedroom,2 Bathroom,1200
DUMBO,3850.00,1 Bedroom,1 Bathroom,915
Upper West Side,2150.00,Studio,1 Bathroom,500
Chelsea,10500.00,3 Bedroom,2 Bathroom,1758
Tribeca,16000.00,3 Bedroom,3 Bathroom,3004
Astoria,1700.00,1 Bedroom,1 Bathroom,650
Greenwich Village,2500.00,Studio,1 Bathroom,400
Midtown West,4600.00,3 Bedroom,2 Bathroom,1131
Tudor City,3500.00,1 Bedroom,1 Bathroom,800
Upper East Side,5350.00,2 Bedroom,1 Bathroom,1200
Boerum Hill,4500.00,2 Bedroom,1 Bathroom,1150
Murray Hill,4995.00,2 Bedroom,2 Bathroom,966
Chelsea,8000.00,2 Bedroom,2 Bathroom,1113
Soho,7495.00,1 Bedroom,1 Bathroom,642
Midtown West,3500.00,1 Bedroom,1 Bathroom,700
Upper West Side,6295.00,2 Bedroom,2 Bathroom,1145
Murray Hill,5950.00,2 Bedroom,2 Bathroom,1350
Downtown Brooklyn,2471.00,Studio,1 Bathroom,482
Downtown Brooklyn,5000.00,1 Bedroom,1 Bathroom,843
Long Island City,2300.00,Studio,1 Bathroom,600
East Village,3000.00,1 Bedroom,1 Bathroom,550
Tribeca,5500.00,1 Bedroom,1 Bathroom,756
Fort Greene,4100.00,2 Bedroom,2 Bathroom,1007
East Village,4250.00,1 Bedroom,1 Bathroom,900
Park Slope,3195.00,2 Bedroom,1 Bathroom,950
Chelsea,4250.00,Studio,1 Bathroom,495
Upper West Side,7000.00,2 Bedroom,2 Bathroom,1500
Midtown,2700.00,Studio,1 Bathroom,471
Gowanus,2200.00,2 Bedroom,1 Bathroom,600
Park Slope,3300.00,1 Bedroom,1 Bathroom,754
Midtown East,3650.00,1 Bedroom,1 Bathroom,750
Upper East Side,2995.00,Studio,1 Bathroom,510
Upper East Side,3500.00,2 Bedroom,1 Bathroom,900
Upper West Side,2900.00,1 Bedroom,1 Bathroom,850
Upper West Side,5850.00,2 Bedroom,2 Bathroom,1100
Midtown East,3900.00,1 Bedroom,1 Bathroom,934
Midtown East,3050.00,1 Bedroom,1 Bathroom,720
Woodside,1750.00,1 Bedroom,1 Bathroom,650
Upper West Side,3225.00,2 Bedroom,1 Bathroom,780
Jackson Heights,2495.00,2 Bedroom,1 Bathroom,1100
Vinegar Hill,3392.00,1 Bedroom,1 Bathroom,757
Soundview,1650.00,1 Bedroom,1 Bathroom,619
West Village,5950.00,1 Bedroom,1 Bathroom,850
Upper East Side,2850.00,1 Bedroom,1 Bathroom,630
Midtown East,5500.00,2 Bedroom,2 Bathroom,1353
Harlem,2250.00,1 Bedroom,1 Bathroom,670
Chelsea,3875.00,1 Bedroom,1 Bathroom,800
Ridgewood,3200.00,3 Bedroom,1.5 Bathroom,1800
Upper East Side,2198.00,1 Bedroom,1 Bathroom,500
Upper West Side,3700.00,1 Bedroom,1.5 Bathroom,1200
Upper West Side,3500.00,1 Bedroom,1 Bathroom,700
Flatbush,1800.00,3 Bedroom,1 Bathroom,900
Rego Park,1800.00,Studio,1 Bathroom,500
Upper West Side,6000.00,2 Bedroom,2 Bathroom,1156
Upper West Side,2100.00,Studio,1 Bathroom,450
Upper West Side,10500.00,4 Bedroom,3 Bathroom,2500
Midtown West,3951.00,1 Bedroom,1 Bathroom,754
Flushing,2013.00,1 Bedroom,1 Bathroom,600
Noho,3895.00,Studio,1 Bathroom,450
Tribeca,40000.00,4 Bedroom,4 Bathroom,3949
DUMBO,4600.00,2 Bedroom,2 Bathroom,1165
DUMBO,2900.00,1 Bedroom,1 Bathroom,976
Upper West Side,6750.00,2 Bedroom,2 Bathroom,1026
East Village,3900.00,1 Bedroom,1 Bathroom,850
West Village,6691.00,2 Bedroom,1 Bathroom,1200
Carroll Gardens,5400.00,2 Bedroom,2 Bathroom,1200
Flatlands,1700.00,Studio,1 Bathroom,1000
Midtown,5500.00,1 Bedroom,2 Bathroom,785
Financial District,3400.00,Studio,1 Bathroom,822
Harlem,2500.00,1 Bedroom,1 Bathroom,950
Park Slope,2095.00,2 Bedroom,1 Bathroom,700
Midtown,38950.00,4 Bedroom,4.5 Bathroom,4545
Park Slope,3350.00,2 Bedroom,1 Bathroom,950
Midtown East,2200.00,1 Bedroom,1 Bathroom,500
Harlem,1995.00,1 Bedroom,1 Bathroom,500
Bedford-Stuyvesant,2500.00,2 Bedroom,1 Bathroom,850
Upper East Side,4500.00,1 Bedroom w/ HO,1 Bathroom,957
Greenwich Village,35000.00,4 Bedroom,4 Bathroom,4069
Gramercy,2900.00,Studio,1 Bathroom,450
Upper East Side,3695.00,1 Bedroom,1 Bathroom,611
Brighton Beach,3650.00,3 Bedroom,2 Bathroom,1606
Midtown West,12500.00,2 Bedroom,2.5 Bathroom,1591
Upper East Side,8500.00,3 Bedroom,2 Bathroom,1500
Midtown East,4735.00,1 Bedroom,1 Bathroom,823
Tudor City,2300.00,Studio,1 Bathroom,300
Bedford-Stuyvesant,3600.00,3 Bedroom,2 Bathroom,1400
Upper East Side,3200.00,1 Bedroom,1 Bathroom,547
Midtown West,2300.00,Flex 2,1 Bathroom,500
Harlem,3295.00,2 Bedroom,2 Bathroom,900
Upper East Side,12000.00,4 Bedroom,3 Bathroom,2468
Windsor Terrace,2950.00,2 Bedroom,1 Bathroom,1200
Upper East Side,6800.00,2 Bedroom,2 Bathroom,1500
Murray Hill,5900.00,2 Bedroom,2 Bathroom,1374
Upper West Side,8750.00,2 Bedroom,2 Bathroom,1240
Upper West Side,4200.00,1 Bedroom,1 Bathroom,696
West Village,3395.00,Studio,1 Bathroom,454
East Williamsburg,3200.00,2 Bedroom,1 Bathroom,803
Upper East Side,3200.00,1 Bedroom,1 Bathroom,630
Midtown East,3400.00,2 Bedroom,1 Bathroom,800
Upper East Side,12500.00,2 Bedroom,1.5 Bathroom,1946
Gramercy,6995.00,2 Bedroom,2 Bathroom,1324
Fort Greene,2950.00,1 Bedroom,1 Bathroom,840
Washington Heights,1800.00,1 Bedroom,1 Bathroom,950
Park Slope,4350.00,3 Bedroom,1 Bathroom,1200
Meatpacking,7950.00,1 Bedroom,2 Bathroom,1055
Greenwich Village,3000.00,Studio,1 Bathroom,600
Bedford-Stuyvesant,3350.00,3 Bedroom,2.5 Bathroom,1100
Boerum Hill,3700.00,2 Bedroom,1 Bathroom,1100
Upper West Side,3300.00,1 Bedroom,1 Bathroom,750
Upper West Side,4200.00,1 Bedroom,1 Bathroom,732
Park Slope,2195.00,1 Bedroom,1 Bathroom,600
East Village,3300.00,3 Bedroom,1 Bathroom,850
Lower East Side,4000.00,3 Bedroom,1 Bathroom,0
Midtown,9500.00,2 Bedroom,2 Bathroom,1489
West Village,4800.00,1 Bedroom,1 Bathroom,703
Midtown West,5539.00,2 Bedroom,2 Bathroom,1100
Upper West Side,26500.00,2 Bedroom,2 Bathroom,2367
Upper East Side,4000.00,2 Bedroom,1 Bathroom,970
Harlem,1600.00,1 Bedroom,1 Bathroom,450
Upper West Side,10000.00,3 Bedroom,3.5 Bathroom,1850
Clinton Hill,2650.00,1 Bedroom w/ HO,1 Bathroom,785
Upper West Side,3200.00,1 Bedroom,1 Bathroom,700
Astoria,3050.00,2 Bedroom,1 Bathroom,1764
Corona,1530.00,Studio,1 Bathroom,489
Upper East Side,3700.00,1 Bedroom,1 Bathroom,785
Park Slope,3950.00,2 Bedroom,1 Bathroom,1650
Williamsburg,2825.00,1 Bedroom,1 Bathroom,766
Lower East Side,3500.00,2 Bedroom,1 Bathroom,1100
Upper East Side,11000.00,2 Bedroom,2 Bathroom,1297
Midtown,19900.00,2 Bedroom,2 Bathroom,1988
Nolita,4195.00,1 Bedroom,1 Bathroom,7570
Financial District,4000.00,2 Bedroom,1 Bathroom,1050
Upper East Side,23000.00,4 Bedroom,3 Bathroom,2778
Flatiron,11000.00,2 Bedroom,2 Bathroom,1433
Park Slope,6750.00,5 Bedroom,2 Bathroom,1700
East Harlem,2700.00,1 Bedroom,1 Bathroom,868
Tribeca,7250.00,2 Bedroom,2 Bathroom,1700
Greenpoint,2600.00,Alcove Studio,1 Bathroom,650
Fort Greene,4200.00,3 Bedroom,2 Bathroom,1323
Downtown Brooklyn,4157.00,2 Bedroom,1 Bathroom,1099
Upper East Side,2000.00,1 Bedroom,1 Bathroom,575
Williamsburg,4000.00,2 Bedroom,2 Bathroom,1272
Midtown East,3950.00,1 Bedroom,1 Bathroom,642
Chelsea,5500.00,1 Bedroom,1 Bathroom,644
Bedford-Stuyvesant,2600.00,2 Bedroom,1 Bathroom,1000
Lower East Side,3250.00,1 Bedroom,1 Bathroom,800
Upper East Side,3100.00,1 Bedroom,1 Bathroom,600
Greenwich Village,3450.00,Studio,1 Bathroom,587
Brooklyn Heights,1750.00,Studio,1 Bathroom,350
Astoria,2850.00,1 Bedroom,2 Bathroom,1285
Upper East Side,3300.00,1 Bedroom,1 Bathroom,800
Midtown,9400.00,2 Bedroom,2 Bathroom,1466
Meatpacking,4000.00,1 Bedroom,1 Bathroom,1200
Midtown,10500.00,3 Bedroom,3 Bathroom,1623
Brooklyn Heights,4100.00,2 Bedroom,1 Bathroom,800
East Village,3300.00,1 Bedroom,1 Bathroom,650
Financial District,3550.00,1 Bedroom,1 Bathroom,814
Astoria,2500.00,1 Bedroom,1 Bathroom,650
Chelsea,12800.00,3 Bedroom,3 Bathroom,1637
Chelsea,7595.00,4 Bedroom,1 Bathroom,1500
Brooklyn Heights,3900.00,Studio,1 Bathroom,843
Lower East Side,6500.00,2 Bedroom,2 Bathroom,1100
Greenpoint,3000.00,2 Bedroom,1.5 Bathroom,600
Greenwich Village,3300.00,1 Bedroom,1 Bathroom,700
Upper West Side,2400.00,Studio,1 Bathroom,458
West Village,3650.00,Studio,1 Bathroom,545
Morningside Heights,3400.00,1 Bedroom,1 Bathroom,800
Upper East Side,4000.00,1 Bedroom,1 Bathroom,725
Clinton Hill,2300.00,2 Bedroom,1 Bathroom,1000
Williamsburg,2100.00,1 Bedroom,1 Bathroom,700
Upper East Side,12900.00,4 Bedroom,4 Bathroom,2500
East Village,3895.00,2 Bedroom,1 Bathroom,900
Park Slope,3695.00,2 Bedroom,1 Bathroom,950
Financial District,3995.00,1 Bedroom,1 Bathroom,606
Midtown,6350.00,3 Bedroom,2 Bathroom,1039
Upper East Side,1900.00,Studio,1 Bathroom,500
Kips Bay,3500.00,1 Bedroom,1 Bathroom,860
Upper West Side,5500.00,2 Bedroom,2 Bathroom,1099
Upper West Side,3550.00,1 Bedroom,1 Bathroom,850
Williamsburg,3200.00,1 Bedroom,1 Bathroom,700
Upper West Side,9495.00,3 Bedroom,1.5 Bathroom,2000
Financial District,3700.00,1 Bedroom,1 Bathroom,732
Tribeca,14500.00,2 Bedroom,2.5 Bathroom,2504
Midtown East,5100.00,1 Bedroom,1 Bathroom,885
Bedford-Stuyvesant,2199.00,2 Bedroom,2 Bathroom,1060
Bensonhurst,3300.00,3 Bedroom,1.5 Bathroom,1900
Chelsea,12000.00,1 Bedroom,1 Bathroom,1500
Park Slope,6995.00,3 Bedroom w/ HO,2 Bathroom,1700
Astoria,3800.00,3 Bedroom,2 Bathroom,1300
Chelsea,7000.00,2 Bedroom w/ HO,2.5 Bathroom,1800
Bedford-Stuyvesant,2600.00,Studio,1 Bathroom,1005
Midtown West,2600.00,Studio,1 Bathroom,425
Downtown Brooklyn,2534.00,Studio,1 Bathroom,438
Prospect Heights,3650.00,2 Bedroom,1 Bathroom,820
Forest Hills,1750.00,1 Bedroom,1 Bathroom,552
Tribeca,4350.00,1 Bedroom,1 Bathroom,733
Hudson Yards,3095.00,2 Bedroom,1 Bathroom,600
Upper West Side,2300.00,Studio,1 Bathroom,534
Soho,7950.00,2 Bedroom,2 Bathroom,1450
Greenpoint,3500.00,1 Bedroom,1 Bathroom,1200
Upper West Side,1675.00,2 Bedroom,1 Bathroom,650
Tribeca,15500.00,4 Bedroom,3 Bathroom,3200
Noho,8500.00,2 Bedroom,2 Bathroom,1494
Greenwich Village,3500.00,1 Bedroom,1 Bathroom,500
Meatpacking,5600.00,1 Bedroom,1 Bathroom,1200
Midtown West,4750.00,1 Bedroom,1 Bathroom,1148
Park Slope,3800.00,2 Bedroom,2 Bathroom,1020
Upper East Side,2200.00,1 Bedroom,1 Bathroom,650
Upper East Side,2595.00,1 Bedroom,1 Bathroom,700
Astoria,2800.00,2 Bedroom,1 Bathroom,1148
Downtown Brooklyn,2425.00,Studio,1 Bathroom,542
Harlem,2500.00,1 Bedroom,1 Bathroom,1100
Greenpoint,3995.00,2 Bedroom,2 Bathroom,1001
Greenwich Village,3500.00,1 Bedroom,1 Bathroom,800
Upper West Side,7100.00,2 Bedroom,2.5 Bathroom,1411
Upper West Side,2600.00,Studio,1 Bathroom,570
Clinton Hill,7000.00,3 Bedroom,3 Bathroom,2117
Riverdale,1959.00,1 Bedroom,1 Bathroom,860
East Williamsburg,4250.00,2 Bedroom,2 Bathroom,1250
Fort Greene,7500.00,4 Bedroom,2 Bathroom,2000
Flatiron,4500.00,2 Bedroom,2 Bathroom,1050
Flushing,1350.00,Studio,1 Bathroom,550
Lower East Side,4707.00,3 Bedroom,2 Bathroom,1200
Park Slope,2800.00,1 Bedroom,1 Bathroom,900
Greenwich Village,2080.00,1 Bedroom,1 Bathroom,448
Upper East Side,2395.00,Studio,1 Bathroom,450
Windsor Terrace,1950.00,1 Bedroom,1 Bathroom,531
Midtown,3700.00,1 Bedroom w/ HO,1 Bathroom,623
Williamsburg,6200.00,2 Bedroom,2 Bathroom,1065
Park Slope,3400.00,1 Bedroom,1 Bathroom,734
Tribeca,9215.00,3 Bedroom,2 Bathroom,1400
Meatpacking,4495.00,1 Bedroom,1 Bathroom,539
Soho,5500.00,Studio,1 Bathroom,1400
Washington Heights,3500.00,3 Bedroom,2 Bathroom,1500
East Harlem,1850.00,1 Bedroom,1 Bathroom,750
Greenwich Village,3090.00,1 Bedroom,1 Bathroom,700
Midtown,3750.00,Studio,1 Bathroom,760
Downtown Brooklyn,3385.00,1 Bedroom,1 Bathroom,664
Harlem,1600.00,1 Bedroom,1 Bathroom,750
Tribeca,17500.00,3 Bedroom,3 Bathroom,1815
Williamsburg,3400.00,1 Bedroom,1 Bathroom,635
Upper West Side,3500.00,1 Bedroom,1 Bathroom,700
Flatiron,6500.00,1 Bedroom,1 Bathroom,1049
Midtown West,2950.00,Studio,1 Bathroom,522
Midtown,3495.00,1 Bedroom,1 Bathroom,635
Financial District,3700.00,1 Bedroom,1 Bathroom,834
Morningside Heights,3600.00,3 Bedroom,1 Bathroom,700
Upper East Side,6700.00,1 Bedroom,1.5 Bathroom,821
Melrose,1600.00,Studio,1 Bathroom,600
Greenwich Village,12000.00,2 Bedroom,3 Bathroom,1400
Prospect Heights,6100.00,Flex 4,3 Bathroom,1500
Upper East Side,2500.00,1 Bedroom,1 Bathroom,612
Flushing,2600.00,3 Bedroom,1 Bathroom,1224
Williamsburg,2500.00,2 Bedroom,1 Bathroom,900
Gramercy,3975.00,1 Bedroom w/ HO,1 Bathroom,1150
Upper East Side,16000.00,3 Bedroom,4.5 Bathroom,2700
Flatbush,2450.00,2 Bedroom,1 Bathroom,950
Chelsea,5675.00,1 Bedroom,1 Bathroom,732
South Williamsburg,2950.00,1 Bedroom,1 Bathroom,712
Jackson Heights,2500.00,2 Bedroom,1 Bathroom,1050
Lefferts,2500.00,2 Bedroom,1 Bathroom,900
Upper West Side,3000.00,1 Bedroom,1 Bathroom,707
Sunnyside,2100.00,1 Bedroom,1 Bathroom,850
Forest Hills,3400.00,2 Bedroom,2 Bathroom,1158
Downtown Brooklyn,2500.00,1 Bedroom,1 Bathroom,512
Upper West Side,1935.00,Studio,1 Bathroom,425
Washington Heights,2250.00,1 Bedroom,1 Bathroom,750
West Village,2700.00,Studio,1 Bathroom,430
Cobble Hill,2950.00,1 Bedroom,1 Bathroom,850
Harlem,3000.00,1 Bedroom,1 Bathroom,894
Harlem,1450.00,Studio,1 Bathroom,357
Downtown Brooklyn,3500.00,Studio,1 Bathroom,1055
Upper East Side,3200.00,1 Bedroom,1 Bathroom,800
Harlem,3200.00,3 Bedroom,1.5 Bathroom,1500
Park Slope,3995.00,2 Bedroom,1.5 Bathroom,900
Downtown Brooklyn,2500.00,1 Bedroom,1 Bathroom,625
Soho,12995.00,2 Bedroom,2 Bathroom,1555
Lefferts,2500.00,3 Bedroom,1 Bathroom,1100
Financial District,6900.00,2 Bedroom,2 Bathroom,1190
Midtown East,3420.00,1 Bedroom,1 Bathroom,879
Clinton Hill,2750.00,2 Bedroom,1 Bathroom,750
DUMBO,5900.00,1 Bedroom,1.5 Bathroom,1293
Midtown,9500.00,1 Bedroom,1 Bathroom,932
Williamsburg,4300.00,2 Bedroom,2 Bathroom,1200
Upper West Side,2600.00,Studio,1 Bathroom,550
Upper West Side,6250.00,2 Bedroom,2 Bathroom,1262
Nolita,3350.00,1 Bedroom,1 Bathroom,450
Boerum Hill,3750.00,2 Bedroom,2 Bathroom,974
Harlem,2700.00,2 Bedroom,1 Bathroom,1000
Park Slope,2350.00,1 Bedroom,1 Bathroom,680
East Harlem,2599.00,2 Bedroom,1 Bathroom,1400
Clinton Hill,1950.00,1 Bedroom,1 Bathroom,800
Flatiron,4300.00,1 Bedroom,1 Bathroom,650
Park Slope,2895.00,2 Bedroom,1 Bathroom,875
Upper West Side,1400.00,1 Bedroom,1 Bathroom,450
Kips Bay,1995.00,Studio,1 Bathroom,450
Long Island City,4450.00,2 Bedroom,2 Bathroom,1157
Rego Park,1700.00,Studio,1 Bathroom,500
Astoria,2455.00,1 Bedroom,1 Bathroom,722
Harlem,2125.00,1 Bedroom,1 Bathroom,475
Hudson Heights,2400.00,2 Bedroom,1 Bathroom,950
Upper West Side,8950.00,2 Bedroom,1 Bathroom,1033
Midtown,3500.00,1 Bedroom,1 Bathroom,608
Carroll Gardens,2275.00,Studio,1 Bathroom,799
Chelsea,11900.00,2 Bedroom,2 Bathroom,1748
Greenwich Village,5995.00,1 Bedroom,1 Bathroom,785
Tribeca,12500.00,2 Bedroom,2 Bathroom,2126
Financial District,5100.00,2 Bedroom,2 Bathroom,1056
Nolita,5500.00,2 Bedroom,2 Bathroom,1350
Parkchester,1600.00,2 Bedroom,1 Bathroom,1200
Bay Ridge,1450.00,1 Bedroom,1 Bathroom,800
East Harlem,2700.00,3 Bedroom,1 Bathroom,850
Upper West Side,3395.00,1 Bedroom,1 Bathroom,711
Tudor City,2300.00,1 Bedroom,1 Bathroom,450
Upper West Side,3995.00,2 Bedroom,1 Bathroom,1050
Upper West Side,12500.00,3 Bedroom,3 Bathroom,1828
Chelsea,3400.00,1 Bedroom,1 Bathroom,575
West Village,2900.00,Studio,1 Bathroom,450
Upper East Side,4600.00,2 Bedroom,2 Bathroom,1200
Crown Heights,1850.00,1 Bedroom,1 Bathroom,875
NoMad,20000.00,3 Bedroom,3 Bathroom,2753
Murray Hill,2200.00,1 Bedroom,1 Bathroom,500
Tribeca,21000.00,3 Bedroom,3 Bathroom,2201
Midtown East,4550.00,1 Bedroom,1 Bathroom,853
Upper East Side,4300.00,1 Bedroom,1 Bathroom,875
Midtown East,17750.00,3 Bedroom,3 Bathroom,2500
East Village,5000.00,3 Bedroom,1 Bathroom,750
East Williamsburg,2800.00,2 Bedroom,1 Bathroom,700
Tribeca,21000.00,3 Bedroom,3 Bathroom,2175
Morningside Heights,3400.00,2 Bedroom,1 Bathroom,808
Midtown,10665.00,3 Bedroom,3 Bathroom,1623
Murray Hill,6600.00,4 Bedroom,2 Bathroom,1152
Sheepshead Bay,2200.00,3 Bedroom,2 Bathroom,1400
Astoria,2000.00,1 Bedroom,1 Bathroom,475
Tribeca,10795.00,3 Bedroom,3 Bathroom,1610
Clinton Hill,2600.00,1 Bedroom,1 Bathroom,700
Bedford-Stuyvesant,2200.00,2 Bedroom w/ HO,1 Bathroom,1600
Prospect Heights,4495.00,2 Bedroom w/ HO,1 Bathroom,1200
DUMBO,3550.00,1 Bedroom,1 Bathroom,780
Upper West Side,2600.00,1 Bedroom,1 Bathroom,650
Noho,5000.00,1 Bedroom,1 Bathroom,900
Tribeca,21500.00,3 Bedroom,3 Bathroom,2309
Upper East Side,3000.00,1 Bedroom,1 Bathroom,770
Park Slope,2400.00,1 Bedroom,1 Bathroom,595
Clinton Hill,2895.00,2 Bedroom,2 Bathroom,1100
Washington Heights,3495.00,3 Bedroom,2 Bathroom,1175
Upper West Side,3392.00,1 Bedroom,1 Bathroom,800
Park Slope,3000.00,2 Bedroom,1 Bathroom,900
Murray Hill,3550.00,1 Bedroom,1 Bathroom,700
East Village,2100.00,1 Bedroom,1 Bathroom,0
Upper East Side,3000.00,1 Bedroom,1 Bathroom,950
Midtown,5800.00,2 Bedroom,2 Bathroom,1200
Greenwich Village,3500.00,Studio,1 Bathroom,465
Astoria,2450.00,2 Bedroom,1 Bathroom,900
Boerum Hill,2800.00,1 Bedroom,1 Bathroom,800
Chelsea,4450.00,1 Bedroom,1 Bathroom,800
Williamsburg,3025.00,1 Bedroom,1 Bathroom,0
Lower East Side,7350.00,2 Bedroom,2 Bathroom,1401
Soho,22000.00,2 Bedroom,3 Bathroom,2771
Murray Hill,3575.00,2 Bedroom,1 Bathroom,800
Midtown East,2500.00,1 Bedroom,1 Bathroom,500
Financial District,4700.00,1 Bedroom,1 Bathroom,931
Greenwich Village,6500.00,2 Bedroom,1.5 Bathroom,1000
Soho,9950.00,2 Bedroom,1 Bathroom,2500
Upper East Side,2750.00,2 Bedroom,1 Bathroom,775
Midwood,2000.00,1 Bedroom,1 Bathroom,845
Williamsburg,3200.00,Studio,1 Bathroom,544
Midtown East,7500.00,2 Bedroom,2 Bathroom,1716
Midtown East,5950.00,2 Bedroom,2 Bathroom,1500
West Village,2900.00,Studio,1 Bathroom,419
Chelsea,3100.00,1 Bedroom,1 Bathroom,490
Upper West Side,26000.00,2 Bedroom,3 Bathroom,2367
Bushwick,2995.00,4 Bedroom,1.5 Bathroom,1000
Carroll Gardens,3150.00,2 Bedroom,1 Bathroom,1200
Union Square,4350.00,1 Bedroom,1 Bathroom,714
Greenwich Village,8800.00,4 Bedroom,2.5 Bathroom,2500
Clinton Hill,2900.00,2 Bedroom,1 Bathroom,1200
Upper East Side,6000.00,2 Bedroom,2 Bathroom,1220
Windsor Terrace,1950.00,Studio,1 Bathroom,600
Midtown,4950.00,1 Bedroom,1 Bathroom,818
Upper East Side,2995.00,1 Bedroom,1 Bathroom,740
Financial District,4200.00,1 Bedroom,1 Bathroom,1250
West Village,3300.00,Studio,1 Bathroom,427
Park Slope,3850.00,2 Bedroom,1 Bathroom,1075
Chelsea,12000.00,3 Bedroom,2 Bathroom,2342
Midtown East,3500.00,1 Bedroom,1 Bathroom,842
Williamsburg,2675.00,1 Bedroom,1 Bathroom,700
Cobble Hill,4600.00,2 Bedroom,2 Bathroom,1032
Corona,1445.00,Studio,1 Bathroom,468
Greenwood Heights,3000.00,4 Bedroom,2 Bathroom,1300
Murray Hill,2515.00,Studio,1 Bathroom,571
Park Slope,3000.00,1 Bedroom,1 Bathroom,794
Murray Hill,3975.00,1 Bedroom,1 Bathroom,764
Gramercy,9950.00,3 Bedroom,2 Bathroom,2700
Greenwich Village,7104.00,2 Bedroom,2 Bathroom,1100
Upper West Side,3650.00,1 Bedroom,1 Bathroom,708
Tribeca,10000.00,2 Bedroom,2.5 Bathroom,1602
Midtown,12500.00,2 Bedroom,2.5 Bathroom,1657
Boerum Hill,6000.00,2 Bedroom,2 Bathroom,1266
Financial District,4000.00,1 Bedroom,1 Bathroom,700
Upper West Side,4000.00,2 Bedroom,2 Bathroom,847
Battery Park City,3600.00,1 Bedroom,1 Bathroom,550
Upper East Side,2500.00,1 Bedroom,1 Bathroom,700
East Village,3900.00,2 Bedroom,2 Bathroom,850
Park Slope,2500.00,1 Bedroom,1 Bathroom,675
DUMBO,3350.00,1 Bedroom,1 Bathroom,729
Midtown East,11000.00,2 Bedroom w/ HO,2.5 Bathroom,2200
Greenpoint,2950.00,2 Bedroom,1 Bathroom,1100
Upper East Side,3795.00,1 Bedroom,1 Bathroom,640
South Williamsburg,2950.00,2 Bedroom,1 Bathroom,1000
Upper West Side,4000.00,2 Bedroom,1 Bathroom,839
Upper West Side,2150.00,1 Bedroom,1 Bathroom,600
Williamsburg,2000.00,1 Bedroom,1 Bathroom,725
Harlem,4400.00,2 Bedroom,2 Bathroom,1100
Downtown Brooklyn,2500.00,1 Bedroom,1 Bathroom,507
Williamsburg,3995.00,1 Bedroom,1 Bathroom,923
Lower East Side,7000.00,3 Bedroom,2 Bathroom,1800
Greenpoint,2000.00,1 Bedroom,1 Bathroom,800
